it,max_clique,max_cycle_clique,mean_p,similarity,re_samp_ratio
1,28,28,4.86296480678234,0.10078740157480315,0.0
2,28,28,4.377703420741327,0.08706043018094912,0.0
3,28,28,3.9409681733044173,0.07804878048780488,0.0
4,28,28,3.5479064506111992,0.09295352323838081,0.0
5,28,27,3.1938366750295746,0.09011788035694612,0.0
6,29,29,2.876120659997704,0.10176619007569386,0.0
7,31,31,2.5923285861114937,0.0872243304185228,0.0
8,31,29,2.334207495814401,0.09899356541824782,0.0
9,31,29,2.1018985145470173,0.09321120689655173,0.0
10,31,30,1.8934954335970446,0.09016033384581594,0.0
11,31,30,1.7059326607420737,0.10097343672661277,0.0
12,31,29,1.5364511629819235,0.09015979814970564,0.0
13,31,28,1.3835823676616468,0.09586847443151489,0.0
14,31,30,1.2470109014002158,0.09173612246009696,0.0
15,31,25,1.1226618842660518,0.08460835807261932,0.0
16,31,27,1.0109723914230428,0.10795063297844165,0.0
17,31,30,0.9116619227854704,0.10018711574445335,0.0
18,31,30,0.8222825010116558,0.09104322640581453,0.0
19,31,29,0.7411660192245458,0.09306457882170026,0.0
20,31,27,0.6676261128856874,0.08202543246649101,0.0
21,31,26,0.601308482757301,0.09445987906520674,0.0
22,31,31,0.5449976265951355,0.10365853658536585,0.0
23,31,27,0.4910745595192186,0.11305647485854596,0.0
24,35,35,0.4468550504652983,0.12383808095952024,0.0
25,35,29,0.4026460175533638,0.09732413793103448,0.0
26,35,30,0.362977005966271,0.10837438423645321,0.0
27,35,33,0.32812515184703644,0.09584664536741214,0.0
28,35,32,0.29633130122594975,0.10653386022844151,0.0
29,35,29,0.26717464323795004,0.11332264902031743,0.0
30,35,29,0.24093365104875009,0.10838940285954583,0.0
31,35,29,0.21731675807847067,0.10301724137931034,0.0
32,35,31,0.1963490806933361,0.12040098672125124,0.0
33,35,31,0.17747817104671543,0.11494252873563218,0.0
34,35,31,0.16049435236475687,0.1027032779906343,0.0
35,35,29,0.14492138926287648,0.10903722450701255,0.0
36,35,32,0.1314479149002059,0.10571120689655172,0.0
37,35,32,0.11932178797380272,0.12063968015992003,0.0
38,36,36,0.1139187714986716,0.14679252552494704,0.0
39,36,30,0.11231948993555337,0.11880877742946709,0.0
40,36,33,0.11154175572517554,0.1076358372537869,0.0
41,36,31,0.11045524198030668,0.1376263267482606,0.0
42,36,33,0.10999417534736396,0.11556383970177074,0.0
43,38,38,0.11431438674230919,0.11036661763904777,0.0
44,38,36,0.11417519350439817,0.1423992229237494,0.0
45,39,39,0.1184187510329585,0.1545610173636586,0.0
46,39,36,0.11747225164008875,0.12357195262551095,0.0
47,39,38,0.11823149443047061,0.1594088669950739,0.0
48,39,35,0.11701983197960311,0.1757944557133198,0.0
49,39,36,0.11626765170011576,0.15152849107361213,0.0
50,39,37,0.11614066492487522,0.2407697666318356,0.0
51,39,35,0.11520099618842342,0.20009195402298852,0.0
52,39,31,0.1137999394400699,0.1032320830180521,0.0
53,39,35,0.11309771224299645,0.13762899572111753,0.0
54,39,38,0.11436951371267941,0.16357206012378425,0.0
55,39,31,0.11306632757586349,0.15938697318007664,0.0
56,39,35,0.11244566298130963,0.19897794760830534,0.0
57,39,37,0.1127251869378348,0.1420349331865272,0.0
58,39,36,0.11243798204270677,0.13139745916515427,0.0
59,39,29,0.1112032749892865,0.10261266781794887,0.0
60,39,29,0.11009166430365039,0.12089369516425219,0.0
61,39,36,0.11007568388541818,0.13318523754228304,0.0
62,39,38,0.1116660699203579,0.1375289031868905,0.0
63,39,34,0.11097946601335008,0.14090722495894908,0.0
64,39,28,0.10984908922369302,0.11383464894058995,0.0
65,39,37,0.11039378902610367,0.12229470850160505,0.0
66,39,30,0.10942206836936624,0.12748798014785712,0.0
67,39,33,0.10881711510348685,0.12493017114417754,0.0
68,39,35,0.10862836147114437,0.14122000102780205,0.0
69,39,34,0.1082396221245977,0.15116684082201323,0.0
70,39,28,0.107372626650879,0.10975609756097561,0.0
71,39,31,0.10676577107313831,0.09824022805767228,0.0
72,39,34,0.1065637023542574,0.10856086152507342,0.0
73,39,35,0.10659662964819985,0.15884130257541604,0.0
74,39,29,0.10595441876597403,0.12156803694222758,0.0
75,39,37,0.10687911798733445,0.1291248206599713,0.0
76,39,31,0.10631166158730107,0.10393547339360147,0.0
77,39,31,0.10580373776250561,0.09657389954540414,0.0
78,39,34,0.10568187538721734,0.12670408981555734,0.0
79,39,29,0.1051316122644803,0.10250125341206617,0.0
80,39,29,0.1046425652125697,0.1184362226181742,0.0
81,39,31,0.10432281355466064,0.10377461111715436,0.0
82,39,35,0.10458292454334418,0.10214012872167862,0.0
83,39,31,0.10425172607578796,0.11243031179021268,0.0
84,39,29,0.10383817305649613,0.11879176690724405,0.0
85,39,30,0.1035246536794047,0.11030264684171676,0.0
86,39,28,0.10315211467414467,0.09458128078817735,0.0
87,39,28,0.10282212653746345,0.1063129973474801,0.0
88,39,31,0.1026876072110058,0.08886156597552115,0.0
89,39,28,0.1024084633217597,0.09683589267173069,0.0
90,39,28,0.10215131422736688,0.10520163646990065,0.0
91,39,29,0.10198253487532377,0.09642098382088576,0.0
92,39,28,0.1017864921613718,0.0875511396843951,0.0
93,39,30,0.10173069933128784,0.10834397616006812,0.0
94,39,26,0.10151536520920534,0.0870306197807192,0.0
95,39,33,0.1017427227594706,0.12044264400750913,0.0
96,39,27,0.10156686526160608,0.09086965950986771,0.0
97,39,29,0.10150068363517743,0.0973119739342927,0.0
98,39,29,0.10144860769356556,0.09646083054024882,0.0
99,39,28,0.10135941454358059,0.10135678661446881,0.0
